Handle,Timestamp,Content,Comments,Retweets,Likes
@BenTodar,2023-06-05T18:13:00.000Z,The #SEC's attack on #Binance not only undermines the freedom and innovation of cryptocurrencies but also raises concerns about its role as a tool wielded by traditional banks to suppress the growth of digital currencies.,322,789,4K
@RohanJT,2023-06-05T18:13:23.000Z,"It’s not SEC vs CZ/Binance  

It’s SEC vs Crypto.   

We gotta act together !  

 #Crypto #Binance  #SEC  ",384,1.2K,5.9K
@justinsuntron,2023-06-05T17:59:14.000Z,"I wanted to take a moment to express my unwavering support for you. As one of my friends, I trust you and believe in your integrity. We are here for you!

I am fully aware of your dedication to advancing the cryptocurrency industry, and your abilities and ethics are beyond…",1K,1K,5.5K
@IOHK_Charles,2023-06-05T18:00:03.000Z,"With respect to Binance, I'm reading through the SEC complaint. It's over 130 pages, but seems like the next in a series of steps to implement chokepoint 2.0 in the United States. The end goal is a agenda based CBDC partnered with a handful of massive banks and end-to-end control…",1.8K,9.6K,28K
@LlisahMarieGal,2023-06-05T16:49:30.000Z,"I think we've all had enough of the SEC's bs. This is a Crypto Civil war, a fight for our freedom.. the very reason #crypto exists.. and they don't realize that every attack is only making us stronger ",195,470,2.6K
@attorneyjeremy1,2023-06-05T16:54:32.000Z,"I bought ALGO because Chair Gensler praised it and its founder back in 2019.

And now the SEC is alleging ALGO is an unlawful security!

Maybe I should just stick to Bitcoin and XRP...",683,1.5K,5.6K
@OttoSuwenNFT,2023-06-05T16:43:08.000Z,The SEC going harder at Binance/Coinbase/Kraken/Ripple than it ever did at FTX. That about says all you need to know about the situation.,453,1.9K,8.7K
@cz_binance,2023-06-05T16:46:03.000Z,Strong together.,2.7K,3.3K,16K
@binance,2023-06-05T16:22:04.000Z,Our response to the SEC's complaint.,3.1K,7.9K,23K
@cz_binance,2023-06-05T15:27:19.000Z,"4.

Our team is all standing by, ensuring systems are stable, including withdrawals, and deposits. 

We will issue a response once we see the complaint. Haven't seen it yet. Media gets the info before we do.",6.1K,6.6K,32K
@binance,2023-06-05T13:03:51.000Z,"We are proud to announce that Rachel Conlan has joined us as our VP of Global Marketing.

Leveraging her leadership and extensive experience, we will continue celebrating our community while expanding our reach to the next billion users. 

Learn more about Rachel here ",627,343,2K
@cz_binance,2023-06-05T08:26:41.000Z,"You can access your #Binance account without a password, and without compromising on security.

How to Create a Passkey for My Binance Account | Binance Support",1K,1.1K,5.7K
@cz_binance,2023-06-04T16:14:04.000Z,"#Binance has obtained the ISO 27001 (information security) and the ISO 27701 (data privacy) certifications in France, UAE, and Bahrain.",1.3K,1.5K,9.5K
@cz_binance,2023-06-04T13:16:24.000Z,Stay #SAFU. https://twitter.com/AtomicWallet/status/1664946301815910400…,20,328,1.9K
@cz_binance,2023-06-04T13:26:58.000Z,"Nice work , ,  and all other community members that are helping to investigate and recover stolen funds.

Great to see.",5,89,899
@cz_binance,2023-06-04T10:06:24.000Z,"DYOR.

» https://academy.binance.com/en/start-here?ref=LPUHG39I&utm_source=CZTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",24,626,3.1K
@cz_binance,2023-06-03T04:11:39.000Z,If you prefer to read/scan. Highlights From CZ’s May 31 AMA on Twitter Spaces | Binance Blog,1K,694,3.2K
@cz_binance,2023-06-02T15:48:26.000Z,Congrats!,983,650,3.9K
@isamuraieth,2023-06-02T07:52:52.000Z,"Our story with , , , , :

A few days ago, we approached a team that claimed they could offer us marketing services. They deceived us, promising to assist us in conducting marketing activities, and based on trust, we paid them…",369,325,1.5K
@cz_binance,2023-06-01T08:33:43.000Z,"BUSD, a fully regulated stablecoin, was ""capped"" (no new minting) by NYDFS at $23b. Now at $5b market cap.

Since then, USDT has seen tremendous growth.",1.2K,1.7K,4.8K
@cz_binance,2023-06-01T05:04:35.000Z,"First Digital, a Hong Kong licensed trust company, launches a new USD pegged stablecoin (FDUSD), on #BNB Smart Chain.",1.4K,1.9K,9.6K
@cz_binance,2023-05-31T18:49:53.000Z,Chilling with  in UAE. Build together.,1.4K,1.1K,9.2K
@cz_binance,2023-05-31T18:18:56.000Z,Stay #Safu!,25,294,1.5K
@cz_binance,2023-05-31T16:30:01.000Z,"4. Another day, another FUD. On rumors of layoffs.

Binance has a ""bottom out"" (we should probably rename it to something else) program. We constantly say goodbye to people who are not strong fits with the company. Many of them are great people or high performers, but may not fit…",1.3K,1K,5.5K
@binance,2023-05-31T11:29:57.000Z,"We're live on Twitter Spaces with !  

Have a question for him?   

Tune in and raise your hand to ask ",736,405,1.3K
@binance,2023-05-31T08:03:10.000Z,"This month,  joined the Asian Leadership Conference virtually, where he covered several topics, one of which was the future of #Binance.

Here's what he had to say.",3.9K,5.9K,2.1K
@cz_binance,2023-05-30T16:05:34.000Z,"» #Binance Launches Fanverse of Brasileirão Assaí, Brazil's Largest Football League",21,377,1.8K
@cz_binance,2023-05-29T16:12:47.000Z,"One of the biggest luxuries I enjoy is being able to take a nap in the afternoon everyday, in my own bed. Then wake up fully energized to do … more calls. ",1.2K,605,5.5K
@cz_binance,2023-05-29T16:25:51.000Z,Thanks to this little startup that let me work from home.,460,106,1.4K
@cz_binance,2023-05-29T12:30:32.000Z,"Welcome to Dubai!

(Not AI, just wavelength of the energy level, or what they call lighting)",1.6K,1.1K,8.7K
@cz_binance,2023-05-29T08:58:33.000Z,"And in the background, is Ledger CEO Pascal. We had a fun conversation about their ""Recovery Service"". ",698,373,3.3K
@cz_binance,2023-05-29T08:54:52.000Z,"In the past 2 years, more than 3 people proactive give me expensive ties, saying verbatim ""CZ, your tie looks too cheap, use this one.""

I am like... that was a $10 investment I have only used once!

(I probably only wear a tie 3 times in the last 2 years.)",685,342,2.9K
@cz_binance,2023-05-29T07:35:07.000Z,,1.2K,817,7.6K
@cz_binance,2023-05-28T17:33:47.000Z,,1.3K,1K,7.3K
@esatoshiclub,2023-05-27T18:02:49.000Z,,322,371,1.8K
@cz_binance,2023-05-27T18:01:11.000Z,Seeing Peter Schiff convert makes me happy. ,1K,808,6.1K
@cz_binance,2023-05-27T17:51:26.000Z,Binance kicks off transition to new platform in Japan,1K,1.2K,6.2K
@cz_binance,2023-05-27T05:47:05.000Z,Interesting timing on this Web 3.0 white paper from the Beijing government tech committee with the June 1st anticipation in Hong Kong.,1.8K,2.7K,11K
@cz_binance,2023-05-27T14:05:59.000Z,"A few more pages (that received as pics). Not sure of authenticity. Talks a lot about NFTs, VR, AI, metaverse, etc. Looks like ByteDance, JD, Baidu each have their sections. Gavin Wood & Beeple was mentioned too. Web 3,  web 3, web 3 all over the places...",546,692,2.8K
@cz_binance,2023-05-27T17:11:01.000Z,"summary of that CN web3 report. feel free to Google translate.

2023年5月27日上午，北京市科学技术委员会、中关村科技园区管理委员会在中关村论坛平行论坛“互联网3.0：未来互联网产业发展”上对外发布了《北京市互联网3.0创新发展白皮书（2023）》（以下简称《白皮书》）。…",209,233,815
@binance,2023-05-27T10:01:11.000Z,Shopping for #Binance Gift Cards in Ghana   ,459,395,1.4K
@SeeGasly,2023-05-26T17:31:40.000Z,"Dreams do come true. 
It was an honour to be   ‘s guest today for a full paddock experience. 
Had the best day ever and I cannot thank you enough for this chance",186,351,3.4K
@BinanceBCF,2023-05-26T20:47:38.000Z,"Last Friday we donated $100K to  supporting relief efforts to people devastated by the extreme flooding in Emilia-Romagna, Italy.

We're in awe of the amazing job of the rescuers, who have been working tirelessly on the front lines of the floods since day zero",150,141,619
@BinanceBCF,2023-05-26T04:20:51.000Z,"It’s estimated that in 2019, 690 million people were undernourished. By 2030, this will rise further to reach 840 million. 

Read on to find out about our efforts toward ending #hunger ",119,130,539
@BinanceBCF,2023-05-25T05:29:18.000Z,"1.7 billion people are still unbanked. Yet, access to financial services is critical to reducing poverty.

Without it, benefits such as receiving digital payments, keeping savings safe, or being eligible for loans are nonexistent.

This puts people at a great disadvantage. ",275,257,955
@binance,2023-05-26T13:01:08.000Z,"That's a wrap for our 2023 #BinancePizza events!     25 countries    5,000+ pizzas eaten    5,300 community members   #Binance pizza vans & pizzerias      

And more!      

Here’s a look at how it all went down ",1.9K,8.9K,5.3K
@binance,2023-05-26T10:30:28.000Z,"Sawasdee Thailand! Our joint venture, Gulf Binance, has now been granted digital asset operator licenses by Thailand's Ministry of Finance.

This opens up access to digital assets for even more people, building on our dedication to bring crypto and Web3 to the world.",708,1.2K,3.1K
@cz_binance,2023-05-26T06:47:47.000Z,When launchpad? ,1.6K,1.4K,9.3K
@BinanceLabs,2023-05-25T11:00:03.000Z,"We’ve opened investor registrations for MVB VI Demo DayInvestors, here’s your chance to get a glimpse of the most promising early-stage Web3 projects building on the !29 June 202309:00-11:30 UTC+8

Limited seating! RSVP now",517,280,711
@binance,2023-05-24T20:50:05.000Z,"We are proud to have assisted US law enforcement in seizing $4.4M and freezing accounts linked to North Korean organized crime. 

Kudos to our law enforcement partners and the Binance Investigations team for their unwavering commitment to combating crime worldwide.",710,608,2.8K
@cz_binance,2023-05-24T15:19:45.000Z,"CCTV (China Central Television) just broadcasted crypto. It's a big deal. The Chinese speaking communities are buzzing. Historically, coverages like these led to bull runs.

Not saying past predicts the future. And not financial advice.http://tv.cctv.com/2023/05/23/VIDEbmwezecATKV1lxdQzcqu230523.shtml…",3.9K,8K,23K
@cz_binance,2023-05-24T08:30:40.000Z,"User security and safety is a top priority at #Binance. 

In this new series, we share our experience in identifying and eliminating potential threats to help keep you safe.",36,609,2.8K
@BinanceBrasil,2023-05-23T19:32:08.000Z,"Que #BinancePizza foi esse?! O Rio de Janeiro foi uma das capitais escolhidas ao redor do mundo para celebrarmos juntos este momento histórico na história das criptomoedas.

Dá uma olhada como foi ",499,240,876
@binance,2023-05-23T15:00:02.000Z,"Making crypto tax simple in even more countries.

We have expanded the #Binance Tax tool to more markets across the globe, providing comprehensive tax reports to Binance users, free of charge.

Here's how it works ",547,324,1K
@binancezh,2023-05-23T06:18:48.000Z,"「您的外卖员  正在为您送上 #BinancePizza 」

这个比特币披萨日，我们在多个地方为 #币安 社区送出超500份定制披萨在加密行业不断向前的过程中，我们不忘初心，用披萨记录 #Crypto 的历史时刻，并在其中加入一抹 #Binance 的光亮。

一起回顾将 #BinancePizza 作为仪式感的精彩瞬间",357,168,538
@binance,2023-05-22T16:44:06.000Z,"Our first event celebrating #Bitcoin Pizza Day is now complete!

We hosted a #BinancePizza takeover in Naples, Italy, the home of the original modern-day pizza.

Here's what we got up to.",831,386,1.3K
@cz_binance,2023-05-22T16:17:57.000Z,"13 years ago, 1 pizza for 10,000 BTC.
Today, 10,000 pizza for 1 BTC. Still a legend!

That's a lot of pizza now I think about it. I assume I can have some pizza when I am in Romania again.",1K,1.1K,5.2K
@cz_binance,2023-05-22T14:14:13.000Z,My #BinancePizza creation Happy #BitcoinPizzaDay!,56,1.1K,6.2K
@cz_binance,2023-05-22T14:50:39.000Z,"The CZ was given to me, pre-cut by the interns. haha...",4,41,449
@MythLake2016,2023-05-22T04:03:17.000Z,家人們吃披薩的時候別忘了 的教誨，要銘記於心 #BNB #Binance  #HODL,293,119,546
@cz_binance,2023-05-22T12:24:50.000Z,"Interns taking this really far... 

Full disclosure, not my idea. I learned about it a couple of hours ago.",762,331,1.9K
@cz_binance,2023-05-22T11:55:41.000Z,"Going live for a #BitcoinPizzaDay chat in a few mins. #BinancePizza 

» https://binance.com/en/live/video?roomId=2135567…",20,326,1.6K
@_RichardTeng,2023-05-22T10:16:06.000Z,#Bitcoin Pizza Day - CZ giving tips on making the best #BinancePizza,404,222,1.1K
@cz_binance,2023-05-22T10:05:15.000Z,Had some fun making #BinancePizza with our team today. Which one is your favorite?,571,333,2.4K
@cz_binance,2023-05-22T10:05:46.000Z,Trading View chart version. ,191,84,866
@cz_binance,2023-05-22T10:05:47.000Z,And many others meme versions I don’t have a photo of.,242,35,375
@cz_binance,2023-05-22T10:05:44.000Z,"Mmm, the fiat version.",41,39,350
@cz_binance,2023-05-22T09:51:50.000Z,"Some complain bitcoin can’t be used for payments.

Guess what, Bitcoin was used to pay for pizza as early as 13 years ago today. And it only costed 10,000 BTC!

We made some progress since then. still building and eating.",4.8K,2.1K,10K
@binance,2023-05-21T18:05:09.000Z,#BinancePizza is being served in Naples!,589,631,2.7K
@ICODrops,2023-05-21T08:33:34.000Z,.'s partner Latam Gateway has been granted a license to operate as a payment institution and electronic money issuer in Brazil.https://cointelegraph.com/news/binance-provider-in-brazil-gets-payment-institution-approval…,319,189,935
@binance,2023-05-20T11:23:49.000Z,"Preparing for #BinancePizza with . 

See you tomorrow in Naples!",1.5K,957,4.2K
@cz_binance,2023-05-20T08:50:52.000Z,» #Binance Research: AI in Crypto – Exploring Use Cases and Possibilities,28,986,3.3K
@heyibinance,2023-05-19T20:12:31.000Z,"#Binance #BNB #btc 

The first official video of Binance in 2017.",540,247,1K
@CryptoTrends,2023-05-19T15:56:04.000Z,"JUST IN: #Binance donates $100,000 to Italian Red Cross for flood relief in Emilia-Romagna.",283,182,1K
@binance,2023-05-19T15:48:24.000Z,". donates $100,000 to  to support those affected by the recent floods in Emilia-Romagna, Italy.

The association will use the money to help the impacted people and families with immediate relief, medical assistance, and basic necessities.",555,340,1.2K
@cz_binance,2023-05-19T12:36:55.000Z,Binance spot trading is now integrated with TradingView. Keep building.https://binance.com/en/support/announcement/binance-spot-is-now-integrated-with-tradingview-773fbc56cc6c4ef0b128fada9e40de6b…,2.2K,2.6K,15K
@binance,2023-05-18T11:02:32.000Z,"Want to win a year’s supply of pizza? (who wouldn’t)  

Here’s how:  Retweet this post  Create a #Binance themed pizza  Share a photo of it using #BinancePizza  

We’ll pick our favourite to win a year’s supply of pizza and 5 more to win $200 each.

Time to get baking!",2.6K,2K,3.4K
@cz_binance,2023-05-18T12:43:20.000Z,"The #Binance team went to Kyiv, despite the danger, to host a 5-day training program for , , , and .

This is following multiple online events with Ukraine law enforcement too.

Educate. Protect users.",25,412,2.3K
@binance,2023-05-17T11:29:31.000Z,"And we're live!  

Tune-in to our AMA with  here ",811,392,1.3K
@binance,2023-05-17T08:00:01.000Z,"Meet , #Binance Head of Asia, Europe, and MENA, with over three decades of financial and regulatory experience. 

By working closely with policymakers, regulators, and industry players, Richard focuses on supporting our growth in a compliant and sustainable manner.",470,285,954
@LeBinanceFR,2023-05-16T09:18:05.000Z,"Point #Bitcoin dominance

Capitalisation de marché totale : 1 180 milliards de dollars.",938,1.7K,1.9K
@cz_binance,2023-05-16T09:20:54.000Z,AI can recognize when a piece of content is generated by AI. That might be a killer app already. ,1.5K,866,5.1K
@cz_binance,2023-05-15T16:32:11.000Z,"Rising tide lifts all boats.

Binance invests heavily in the industry",1.5K,1.1K,5.6K
@binance,2023-05-15T16:18:33.000Z,"To celebrate #Bitcoin Pizza Day, we're kicking off a series of #BinancePizza events worldwide!

Here’s some of what you can look forward to: Pizza Giveaways #Binance merch And much more!

But which countries are we heading to? Find out here ",1.1K,733,2.2K
@BinanceAngels,2023-05-15T13:48:16.000Z,"Our #Binance Angels were busy in Rome providing their support at our most recent Binance meetup, which saw over 1,000 participants!

A shoutout to our dedicated Angels and Angel coordinators for providing the attendees with an experience they'll never forget.",343,255,964
@satyajitdas90,2023-05-14T18:49:12.000Z,Made a Cube Art (of #BNB Logo) after a long time  #BNBChain #blockchain #RubiksCube #CubeArt #cryptoart,182,137,684
@cz_binance,2023-05-14T16:36:42.000Z,Happy Mother's Day!,1.2K,806,6.3K
@cz_binance,2023-05-14T10:46:31.000Z,"This beats exchanges, and may be the largest business in crypto now. (not too sure, didn't check the numbers).",46,770,3.5K
@cz_binance,2023-05-12T20:03:04.000Z,Take a long term view.,1K,740,3.9K
@cz_binance,2023-05-12T20:05:38.000Z,"Not sure how many people remember the events on this day in 2018. It was not positive. Now, the issue is mostly resolved, and we have grown.",354,149,1.4K
@binance,2023-05-12T19:05:18.000Z,"Unfortunately, today we are announcing that Binance will be joining other prominent crypto businesses in proactively withdrawing from the Canadian marketplace.

We would like to thank those regulators who worked with us collaboratively to address the needs of Canadian users.…",2.5K,3.9K,10K
@binance,2023-05-12T11:02:09.000Z,"#Bitcoin Pizza Day is almost here, and you know what that means...

It's time for #BinancePizza 2023 Stay tuned!",2.2K,770,2.8K
@PRHillmann,2023-05-11T18:22:28.000Z,"As  built out the new exec team at Binance over the past two years, he made it mandatory that each of us (CZ included) respond to customer support tix so we understood users' pain points. A great move that should be copied

Thanks  &  for the convo",251,120,651
@cz_binance,2023-05-11T16:38:40.000Z,"The #Binance Helpdesk AI chat is free, just saying... ",932,388,1.9K
@cz_binance,2023-05-11T15:55:52.000Z,» #Binance Launches Metaverse Show to Find The Next Big Web3 Entrepreneur - Yahoo,26,401,1.7K
@cz_binance,2023-05-11T15:33:04.000Z,"At Binance, we're in it for the tech. 

Our risk team uses machine learning models to monitor and take action against any suspicious activity on the platform, 24/7. 

More info in the blog below. Interesting stuff.",27,443,2.3K
@cz_binance,2023-05-11T10:15:42.000Z,Locked ETH at ATH. You know what follows?,1K,713,3.6K
@cz_binance,2023-05-11T04:24:10.000Z,"A year ago today, UST/LUNA crashed. $40 billion in value gone. BTC went from 28k to 19k. A few lessons can be learned.",62,2.1K,9.7K
@cz_binance,2023-05-10T19:33:29.000Z,"More positive news coming from Nigeria.

Their new National Blockchain Adoption policy should improve clarity & confidence in blockchain technology, and help to realize its potential to provide more competitive advantages and innovation to their economy.",30,915,3.5K
@cz_binance,2023-05-10T19:33:30.000Z,.’s full statement on the new policy here.,3,134,577
@paddi_hansen,2023-05-09T10:31:40.000Z,"The MiCA effect The share of VC investment into European crypto projects is up almost 10x in one year - from a share of 5.9% in Q1 2022 to 47.6% in Q2 2023.

Regulatory clarity attracts capital & entrepreneurs from around the world. Great development for crypto in Europe!",222,573,1.7K
@BinanceVIP,2023-05-10T10:39:28.000Z,"#BinanceVIP is excited to announce the launch of Capital Connect.

A platform for Binance VIP-level users that facilitates connections between Investors and Investment Managers.

Find out more  https://binance.com/en/cap-connect",435,224,799
@binance,2023-05-09T20:00:00.000Z,"A lot lies ahead for the future of compliance and investigations at #BinanceOur team continues to work hard towards being at the forefront of industry developments and talent.

Hear from them in the video below.",520,235,1.1K
@cz_binance,2023-05-10T09:35:28.000Z,"As some of you suggested, instead of direct delistings, we will move ""no-progress projects"" to innovation zone first. IF they still don't improve, we may delist. One more intermediate step.",2.1K,1.2K,6.2K
@_RichardTeng,2023-05-10T06:13:42.000Z,"The new MICA framework provides regulatory clarity and consistency for crypto businesses in EU.  A model for other regulators to emulate.

Great to work on an article based on this new legislation while representing #Binance at Eurofi",349,237,778
@cz_binance,2023-05-09T16:20:47.000Z,"While FUD flying everywhere, PayPal did a 4.",1.6K,2.1K,10K
@binance,2023-05-08T14:01:21.000Z,"For the first time ever, we’re bringing the thrill of reality shows to the metaverse with #BuildTheBlock!

Watch as 12 teams battle it out to impress a live audience and a panel of judges, hoping to become the next big Web3 entrepreneur. Coming on May 12, 2023.",621,647,2.1K
@cz_binance,2023-05-08T20:32:17.000Z,Everyone is here. ,3.7K,1.3K,11K
@BinanceBCF,2023-05-05T22:13:33.000Z,"The school has been transformed from a few dilapidated classrooms into a safe and stable school. It now has nine classrooms, an office, a storage room, a main hall, and a girl dormitory.

Since the renovation, His Grace School is experiencing waves of interested parents.",250,236,1.3K
@cz_binance,2023-05-08T05:38:30.000Z,"4. There are some FUD about BTC withdrawal issues. Here is why. Bitcoin network fees are fluctuating, 18x in a month. (the screenshot is a google translate version)",1.5K,1.4K,6.3K
@cz_binance,2023-05-08T05:14:53.000Z,"Gas prices fluctuate and go up, transactions get stuck, fees go up, people complain. Bull market issues…  

Look on the bright side though, still faster and cheaper than fiat. ",1.3K,991,4.8K
@cz_binance,2023-05-07T11:48:55.000Z,We can't solve problems by using the same kind of thinking we used when we created them. - Albert Einstein,1.6K,1.6K,8.7K
@cz_binance,2023-05-06T19:56:14.000Z,"There is so much talent in the world, but they often don’t have access to a good financial system to support them.",2.3K,1.9K,10K
@BinanceBCF,2023-05-05T22:13:30.000Z,"It was great to see our #Binance School get a lot of love from you so we thought we'd share a little more about the project. Through our Lunch For Children initiative, we started supporting His Grace School  in Uganda, Africa. ",527,423,2.1K
@cz_binance,2023-05-05T17:32:28.000Z,Binance Pay Partners with Yesim: Enjoy Unlimited Data When Using the Binance App & Additional Data Rewards! | Binance Support,1K,615,3.2K
@cz_binance,2023-05-05T15:51:27.000Z,"Binance head of Financial Crimes Compliance: Blockchain transparency has helped catch perpetrators of 'child abuse, drug trafficking, public corruption' | Austin Journal",777,495,2.5K
@sisibinance,2023-05-05T13:19:07.000Z,"#Binance 
币安app 资产页面上线新产品【近30天资产报告】
为您提供近期的资产盈亏分析、交易收益走势和风险偏好评估等功能。

您可以更新到app最新版本后查看",278,113,593
@cz_binance,2023-05-05T12:59:46.000Z,"Meme coins (and all crypto) are high risk!

Remember, no one is forcing you to buy them. DYOR and be responsible for your own actions.",91,2.6K,10K
@cz_binance,2023-05-05T06:21:51.000Z,"Not everyone in crypto are long term builders. Stay with builders only. 

Study Finds 36% of Top Crypto Projects Silent on Blogging This Year | CoinMarketCap",1.8K,2.3K,7.5K
@cz_binance,2023-05-04T09:41:32.000Z,May the 4s be with you. ,7.7K,4.4K,26K
@cz_binance,2023-05-04T08:02:19.000Z,"One of #Binance's biggest challenges is system stress from unpredictable traffic surges and high volume.

Our tech/product teams put in a lot of work to ensure we maintain a service that users can depend on.

Here's a look at how we manage that.",29,458,2.3K
@cz_binance,2023-05-03T16:35:33.000Z,"Interesting results from ’s research on Ethereum’s energy usage pre and post merge.

It shows that post-merge, Ethereum uses much less energy. 

They say the energy Ethereum uses in a year now would only power The University of Cambridge for 16 days.",27,378,2K
@cz_binance,2023-05-03T16:35:33.000Z,Find the full study here.https://ccaf.io/cbnsi/ethereum/comparisons…,2,68,419
@cz_binance,2023-05-03T15:45:39.000Z,"This #BNB incubation season, we received 1500+ applications. 12 projects were selected. Less than 1%. Congrats!",1.3K,1K,5.4K
@BinanceBCF,2023-05-03T14:37:29.000Z,"Great report from  highlighting the use of crypto for supporting those affected by the conflict in Ukraine.

Over $200 million in crypto was raised across the industry, including our donations of over $10 million.

Find the full report here  https://elliptic.co/hubfs/Elliptic_Crypto_in_Conflict_Report.pdf…",223,133,651
@binance,2023-05-02T16:00:01.000Z,"As our compliance team continues to grow, so do our efforts to promote a crypto space that is more user-focused and, overall, safer.

However, none of this would be possible without our team of highly experienced compliance officers.

Learn more about them in this video ",468,205,956
@cz_binance,2023-05-03T05:10:27.000Z,Highlights From CZ’s May 1 AMA | Binance Blog,797,558,2.7K
@cz_binance,2023-05-02T16:34:40.000Z,"Last week #Binance responded to the UK HM Treasury's consultation on the ‘future financial services regulatory regime for cryptoassets’.

Always good to see policy makers openly seek input and suggestions.

Quick thread about our response.",27,566,3.2K
@cz_binance,2023-05-02T16:34:42.000Z,"5) We support introducing a Crypto Market Abuse Regime (MAR) to mitigate the risks and challenges specific to crypto.

The introduction of formal regulatory admission practices, alongside greater market surveillance and regulation in general, will help to reduce bad actors.",1,61,503
@cz_binance,2023-05-02T16:34:43.000Z,Find our full response to the consultation below. https://binance.com/en/legal/home,1,78,460
@cz_binance,2023-05-02T12:10:56.000Z,#Binance,70,530,3K
@cz_binance,2023-05-01T19:42:10.000Z,"Smart!  

Wondering how many others are doing this too.
---
The Kingdom Of Bhutan Confirms It Has Been Mining Bitcoin For Several Years",1.1K,1.5K,7.1K
@jeffjohnroberts,2023-05-01T15:09:33.000Z,"This is a crazy story—we'll see more of this as AI-based disinformation spreads

Someone used ChatGPT to create oppo research on Binance that was persuasive enough to spark multiple enquiries from Congress",179,155,653
@cz_binance,2023-05-01T12:21:40.000Z,Got 3 questions about listing in the AMA just now. This is a guideline about listing on #Binance.,1.4K,1.1K,4.8K
@cz_binance,2023-05-01T11:27:50.000Z,AMA in 3 min.,922,404,3.3K
@cz_binance,2023-05-01T08:12:14.000Z,"Our team told Justin, if he uses any of these to grab the LaunchPool Sui token, we will ""take action against it"". SMH.

Binance LaunchPool are meant as air drops for our retail users, not just for a few whales.

On the bright side, blockchains are transparent...",2.1K,2.2K,10K
@cz_binance,2023-04-30T17:09:39.000Z,We work on Sundays.,1.5K,1.3K,6.8K
@Moexba,2023-04-30T09:34:10.000Z,"Attention fam #Binance  Employees or Angels will never dm you first for anything whether for technical support or an investment opportunities always engaging in public be careful from imposters  #DYOR  are only through app or web directly.

Stay #SAFU ",11,97,571
@cz_binance,2023-04-28T14:55:24.000Z,Hong Kong’s central bank has urged banks to provide services to crypto firms before receiving a license.,1.4K,2.6K,10K
CRYPTO TIMES@暗号資産・ブロックチェーンメディア,2023-04-28T06:01:42.000Z,"【「Binance JAPAN」6月から開始予定 | 海外版は利用制限の可能性も】

1/
株式会社サクラエクスチェンジビットコインがBinance JAPAN（仮称）を今年6月以降に開始予定であると発表しました。",241,278,884
@cz_binance,2023-04-28T06:25:34.000Z,Great article by .,655,813,3K
@cz_binance,2023-04-27T17:09:56.000Z,"User feedback is one of the main things that informs direction at #Binance.

The team recently launched a feedback site where you can submit ideas, suggestions etc. Please make use of itThis blog shows some recent improvements based on your feedback.",31,442,2.3K
@cz_binance,2023-04-27T07:25:14.000Z,"Dumb question, is there a way to make the calendar app act like the alarm app? ie, notify loudly for calendar event even when the phone is in silent mode?

ie, I only want to be notified (loudly and continuously) for calendar events, and nothing else. ",1.2K,525,4.4K
@cz_binance,2023-04-27T06:06:25.000Z,"4

Numbers all wrong. I don't have anywhere near as much. Don't know why they do this. Also, never viewed FTX as a rival. We welcome more (well run) exchanges in the space.",80,981,5.8K
@cz_binance,2023-04-26T16:36:40.000Z,"So, we are in it for the tech again? ",2.2K,1.1K,9.5K
@cz_binance,2023-04-26T16:11:24.000Z,Yi He y la importancia de la educación financiera,640,335,1.9K
@cz_binance,2023-04-26T16:10:33.000Z,A look at AI and Blockchain governance and an interview with CZ - http://OECD.AI https://oecd.ai/en/wonk/web3-ai-blockchain-governance…,615,408,2.2K
@cz_binance,2023-04-26T07:06:48.000Z,"You should know how to spot scams so you can better avoid them.

» Know Your Scam: How to Identify and Avoid Ponzi Schemes",40,835,2.9K
@cz_binance,2023-04-25T19:13:37.000Z,A look at AI and Blockchain governance and an interview with CZ - http://OECD.AI https://oecd.ai/en/wonk/web3-ai-blockchain-governance…,876,607,2.9K
@cz_binance,2023-04-25T12:45:04.000Z,Binance integrates ChatGPT into its Web3 academy,1.1K,1.6K,7K
@binance,2023-04-24T16:00:01.000Z,"Our compliance team has grown significantly over the years, working tirelessly to establish a safer and more user-focused ecosystem.

But it's not always easy.

Learn more about the challenges our team faces and how our compliance experts approach them.",512,289,1.1K
@cz_binance,2023-04-24T13:15:06.000Z,"Meet #Binance Sensei, an AI assistant on Binance Academy that helps you learn about crypto.",50,667,2.9K
@NoahBPerlman,2023-04-24T13:07:19.000Z,"New week, new video drop!  Here's part 4/6 of our series on Compliance .  In this segment, our senior team discusses the compliance challenges presented when technology evolves rapidly as well as the continued need for regulatory clarity.",202,146,560
@cz_binance,2023-04-24T10:23:39.000Z,Following Dirty Crypto: Binance Investigators Talk Their Profession - DailyCoin,756,763,3.1K
@cz_binance,2023-04-23T10:21:29.000Z,Less FUD on weekends...,2.6K,1.2K,9.5K
@cz_binance,2023-04-22T07:12:17.000Z,"Another way to reduce bots and increase revenue is to add an option “people you don’t follow need to pay $0.x to comment”. This will make it expensive for bots, and can be easily implemented with crypto. Twitter can take a cut, increased revenue. I will donate all my proceeds to…",1.9K,1.4K,8.2K
@cz_binance,2023-04-22T07:03:13.000Z,"There apparently are groups of people trying to buy accounts I follow, then issue meme coins. I unfollow and block them. 

Don’t get into those meme coins either. Understand the risks.",951,743,4K
