Handle,Timestamp,Content,Comments,Retweets,Likes
@stusdt,2023-07-03T08:19:21.000Z,#stUSDT Limited Time Offer is coming soon!Up to 10% APY!Stay tuned for further updates.,18,10,51
@justinsuntron,2023-07-03T07:25:37.000Z,"Join us on this transformative journey towards a more inclusive, accessible, and flexible RWA investment experience!  ",53,53,172
@justinsuntron,2023-07-02T04:05:37.000Z,http://stusdt.io #STUSDT #USDT,83,77,225
@justinsuntron,2023-07-01T09:58:13.000Z,"Forget what you knew! The future of finance has arrived! 

With , we're doing things our way – bridging #TradFi and #DeFi, and shaking up the status quo. Who's in?",83,67,253
@justinsuntron,2023-06-30T10:53:17.000Z,#TRON’s RWA Summer?Now that's the kind of summer I'm talking about. #stUSDT,89,49,209
@justinsuntron,2023-06-30T06:18:39.000Z,"Witness the power of efficiency and liquidity in action!   and Sunswap have unleashed their V3 swap product on TRON, delivering an innovative solution that offers not only enhanced liquidity but also improved efficiency! #TRON #TRX",56,44,196
@justinsuntron,2023-06-30T06:08:07.000Z,"Exciting news! Get ready for the launch of stusdt, the world's first 5% stable staking product on July 3rd! Don't miss out on this innovative opportunity to earn stable RWA (real world assets) rewards on #TRON and http://justlend.org. ",61,95,295
@krakenpro,2023-06-28T16:06:19.000Z,"New perpetual live: TUSD/USD 

Gain exposure to USD-denominated $TUSD without owning the underlying asset. Transfer any of 19 collaterals to your Futures wallet to get started.*

Explore futures in Kraken Pro:",75,63,171
@krakenpro,2023-06-29T14:34:09.000Z,"Now live: deposits and withdrawals of $TUSD  on  network  Trading will go live shortly 

Learn more  https://k.xyz/436",61,53,155
@justinsuntron,2023-06-27T15:29:17.000Z,#TRX  #HongKong,186,133,540
@justinsuntron,2023-06-27T11:52:50.000Z,"I'm glad to hear that Hong Kong is embracing cryptocurrency by establishing rating rules. By implementing rating rules, Hong Kong is demonstrating its commitment to providing a secure and transparent environment for cryptocurrency businesses. ",106,132,621
@justinsuntron,2023-06-27T09:12:04.000Z,"HSBC rolls out #Bitcoin and #Ethereum ETF trading.

This move doesn’t just broaden crypto acceptance; it also increases local access to digital assets. It’s exciting to witness traditional banking’s swift evolution.",85,95,433
@justinsuntron,2023-06-27T04:48:21.000Z,Celebrating 5 years of #TRON’s independence! A huge thank you to our incredible community.Let’s continue to #BUIDLtheFuture together. Our story is just beginning!,100,90,406
@luganodes,2023-06-26T13:46:31.000Z,"1/ Celebrating #TRON's 5 year Mainnet anniversary!

It's been an incredible journey, to see how  has grown & become the public chain of choice As a leading Validator & Super Representative on the network, Luganodes is committed to supporting #TRON's success. ",42,37,104
@justinsuntron,2023-06-24T14:08:11.000Z,This week,206,324,2.2K
@tusdio,2023-06-23T05:02:10.000Z,TrueUSD (TUSD) maintains multiple USD rails for both minting and redemption. This means that alternative TUSD minting and redemption processes are live and available on these USD rails.,49,32,125
@tusdio,2023-06-22T15:09:19.000Z,"PrimeTrust has suspended all deposits of fiat and digital assets. #TrueUSD (#TUSD) is not affected by this situation. We have no exposure to Prime Trust and maintain multiple USD rails for minting and redemption. Rest assured, all your funds are safe with TUSD.",62,113,229
@justinsuntron,2023-06-22T15:15:26.000Z,Your voice matters. Every vote counts!,128,60,211
@TheBlock__,2023-06-21T13:38:42.000Z,Binance announces zero maker fees for TUSD pairs,36,47,195
@justinsuntron,2023-06-21T06:00:13.000Z,"A new chapter in #Web3 is here. UBS & BOCI have introduced blockchain-based securities in HK, marking an expansion beyond traditional crypto.

This reflects our #TRONNetwork vision, with DLT shaping the future of crypto.",93,77,273
@justinsuntron,2023-06-20T13:42:59.000Z,"Your voice matters, and it's time to make it count! Let's ignite the power of democracy and rock the vote! Huobi is for the people! ",873,103,361
@ArkhamIntel,2023-06-20T09:41:58.000Z,"现在，Arkham平台已支持波场TRON链！#TRX由于我们与波场TRON的合作伙伴关系，Arkham用户和波场TRON原生用户都可以访问TVL第二大区块链的实时数据分析。

让我们来看看这对用户意味着什么",32,23,91
@ArkhamIntel,2023-06-19T17:00:42.000Z,"Support for the TRON Blockchain is now live on the Arkham platform! #TRXThanks to our partnership with TRON, both Arkham users and TRON natives can access real-time blockchain analytics for the 2nd largest blockchain by TVL.

Let’s see what this means for users ",143,145,423
@justinsuntron,2023-06-17T13:21:53.000Z,"Exciting news! Join me in exploring the world of #GameFi on #Tron and #BNB with Winnfthero! The S1 season is in full swing, offering a chance to win prizes worth up to a Million Dollars! Don't miss out on this epic gaming experience. Play now and unleash your inner hero!",148,65,265
@trondao,2023-06-16T19:05:21.000Z,"Developers wanted. Decentralized future ahead!   #TRONICS, can you guess where we are headed? Guess below in the comments!  #TRONBuilderTour",45,48,172
@justinsuntron,2023-06-17T05:26:43.000Z,"I'm pleased to pledge a donation of 10k #TUSD to . Despite not being a legal expert myself, I highly value Zach's substantial contributions to blockchain security and his crucial role in guiding our users to safeguard their funds. https://etherscan.io/tx/0x6ea85f741449e04a75b5f38e402fc0076153e136eebd789dd6f445b0a216f041…",259,228,1.8K
@justinsuntron,2023-06-17T05:48:49.000Z,我很高兴承诺捐赠1万美元的TUSD给，虽然我并非法律专家，但我非常肯定Zach在区块链安全方面的重要贡献，以及他在指导我们用户保护资金安全的关键角色。,35,7,93
@trondao,2023-06-15T19:07:31.000Z,"The #TRON DAO team is going on a world tour, and it’s the builders we want to see at the ticket window.   

So, all aboard if your futuristic inspiration can’t rest until you reach your destination.#TRONBuilderTour",35,62,184
@justinsuntron,2023-06-16T08:20:45.000Z,"Impressed by Web3 & VA policy discussions in HK. Its dynamic financial ecosystem & progressive regulation show promise for blockchain.#TRONNetwork is ready to participate, echoing HK’s commitment to embrace industry feedback & foster global connections.",151,89,401
@jconorgrogan,2023-06-15T21:52:38.000Z,"I think I found a new candidate for the largest single crypto transaction ever made

Binance sent $9.475B of Tether to their cold wallet back in August of 2021. It cost them 21 cents and was sent on TRON. 

That's $1.5B+ more than 1981's ""Largest Financial Transfer in history""",40,53,280
@HTX_Global,2023-06-14T12:18:10.000Z,"#Huobi It's GO Time! Exciting prizes, gift packs, & NFTs!
Be the FIRST #WEB3 user in SPACE! 

Click to start the journey:https://huobi.com/en-us/mars/",217,91,324
@DWFLabs,2023-06-14T02:58:55.000Z,Looking forward to build a decentralised future together with this innovative trailblazer  ,31,46,113
@justinsuntron,2023-06-14T04:56:09.000Z,Happy to see  and  on it!,83,80,207
@BitTorrent,2023-06-13T07:24:37.000Z," Website is now deployed on #BTFS network, visit the #TUSD distributed site at: https://tusd.on.btfs.ioIf you are a developer, you can also deploy your website to BTFS at: https://storage3.btfs.io/#/landingYou are also welcome to visit awesome #BTFS to browse more #TRON…",42,55,256
@binance,2023-06-09T13:59:44.000Z,#Binance will support the TrueUSD $TUSD contract swap.,39,80,342
@VenusProtocol,2023-06-08T14:59:46.000Z,"TUSD Contract Migration on BNB Chain

Dear users, please take note of the following announcement by  . We encourage our users to repay their current TUSD loans on Venus and take the necessary steps. 

Venus and  will soon announce a deprecation plan for the old…",24,43,137
@Johnny_nkc,2023-06-10T11:52:05.000Z,I hereby offer an invitation to welcome all global virtual asset trading operators  including  to come to HK for application of official trading platforms and further development plans. Please feel free to approach me and I am happy to provide any assistance.,202,752,2.1K
@TokenPocket_TP,2023-06-07T10:23:18.000Z,"No Gas Party is coming!   TokenPocket users can get $1000 worth of specific transfer subsidies on  each day!Follow  & Like, RT, and tag 3 friends Get a chance to share a $200 price pool! (For 20 winners!)…",1.3K,1.4K,1.4K
@tusdio,2023-06-08T09:12:05.000Z,"1/We are pleased to announce that  will support $TUSD contract swap on BNB Smart Chain (BEP20 TUSD).

Learn more about the advantages of this swap and how to achieve it in the following thread:",35,42,192
@justinsuntron,2023-06-08T10:35:00.000Z,"Hong Kong’s commitment to an open and clear regulatory environment for Web3 is inspiring!

As part of #TRONNetwork, we’re excited to see where this journey takes us.",191,150,648
@justinsuntron,2023-06-06T16:23:31.000Z,"Sending my support to  and the entire crypto community during these challenging times. As a united community, we'll navigate the evolving landscape together, building a stronger and more resilient future for cryptocurrencies. Stay strong and keep pushing the boundaries!…",261,354,1.5K
@THUBA_DAO,2023-06-05T14:45:48.000Z,"Tron区块链训练营来了
第一讲将在  6月7日 晚上8点 https://live.bilibili.com/24479001内容为Tron生态以及开发协议由 @OrangeSAMA6 和  主讲 ",17,14,53
@justinsuntron,2023-06-06T12:31:06.000Z,What...,1.7K,196,1.3K
@justinsuntron,2023-06-06T09:29:18.000Z,Have a question for me?  I’ll be answering questions exclusively in this Telegram Channel https://t.me/hejustinsuntronLet’s chat #crypto community!,245,98,564
@justinsuntron,2023-06-05T17:59:14.000Z,"I wanted to take a moment to express my unwavering support for you. As one of my friends, I trust you and believe in your integrity. We are here for you!

I am fully aware of your dedication to advancing the cryptocurrency industry, and your abilities and ethics are beyond…",1K,1K,5.5K
@cz_binance,2023-06-05T15:27:19.000Z,"4.

Our team is all standing by, ensuring systems are stable, including withdrawals, and deposits. 

We will issue a response once we see the complaint. Haven't seen it yet. Media gets the info before we do.",6.1K,6.6K,32K
@justinsuntron,2023-06-02T10:39:56.000Z,"#TRON (#TRX) has now expanded its reach by going live on the #Ethereum blockchain by leveraging the #BitTorrent bridge . With the contract address 0x50327c6c5a14dcade707abad2e27eb517df87ab5, #TRX is now fully accessible within the Ethereum ecosystem.",210,216,692
@justinsuntron,2023-06-01T15:52:08.000Z,"WeChat, a widely-used chatting app serving billions of users in China, just supports #Bitcoin! You can conveniently search for Bitcoin within the app and stay updated with real-time price display!",204,193,640
@justinsuntron,2023-06-01T12:51:06.000Z,See u there,97,48,181
@justinsuntron,2023-06-01T08:29:07.000Z,,97,58,207
@justinsuntron,2023-06-01T08:24:07.000Z,,81,81,246
@justinsuntron,2023-06-01T05:14:36.000Z,Looking forward to participating in Foresight Talking TODAY at 18:00 HKT!  Join me alongside leading voices in the #Crypto and #Web3 space as we explore Hong Kong’s new crypto regulatory landscape and its promising future.,102,42,167
@justinsuntron,2023-06-01T03:05:39.000Z,"Despite the crypto winter, #TRON continues to defy expectations, posting impressive growth. The network hit a new record high in daily transactions just yesterday, with a 10,935,762 transactions processed.",103,83,366
@justinsuntron,2023-06-01T03:07:20.000Z,"This increase isn't just a measure of quantity, but also a testament to the quality and efficiency of our network. The growth in transactions is expected to bolster protocol revenue, proving that #TRON's fundamentals remain strong even in a challenging market.",15,17,94
@justinsuntron,2023-06-01T03:08:26.000Z,We believe that the best way to weather a crypto winter is by continuously improving and delivering concrete results. That's precisely what we are doing at TRON. Stay tuned for more updates as we move forward with our ambitious plans for the year.,24,11,97
@justinsuntron,2023-05-31T13:56:31.000Z,现在利率年化900%，稳定币收益USDD!,201,34,152
@justinsuntron,2023-05-31T13:53:01.000Z,#USDD mining reward on ! ,238,35,127
@justinsuntron,2023-05-31T13:50:20.000Z,Enjoy #USDD pool mining reward with 954% on http://huobi.com ,104,51,250
@defi_sunio,2023-05-29T04:00:05.000Z,"It’s a new week! Let’s take a look at the SUN Weekly LP APY Rank#WIN-USDT LP APY up to 20%#SUN-USDT LP APY up to 17%#BTT-USDT LP APY up to 17%#NFT-USDT LP APY up to 15%#JST-USDT LP APY up to 15%

Join in: https://sun.io/?lang=en-US#/stake/two… ",62,33,112
@BigDickBull69,2023-05-27T18:09:32.000Z,Justin Sun is the embodiment of gripto. Unlimited risk tolerance. Hyper rich. Zero fear. Questionable morals. Somehow survives everything. Legend.,74,74,651
@TheBlock__,2023-05-19T10:02:27.000Z,Justin Sun wants to revitalize Huobi and Poloniex with memecoins,56,65,153
@justinsuntron,2023-05-28T02:25:02.000Z,"It is indeed fascinating to witness the Beijing government's recent focus on Web 3.0, particularly considering the imminent June 1st developments in Hong Kong. China's commitment to embracing Web 3.0 technology reflects a significant step towards recognizing the transformative…",180,170,625
@justinsuntron,2023-05-28T02:25:43.000Z,"By prioritizing Web 3.0, China  demonstrates its forward-thinking approach and understanding of the profound impact this technology can have on various sectors. Web 3.0's decentralized nature and enhanced security features can empower individuals, foster innovation, and…",24,34,175
@justinsuntron,2023-05-28T02:26:30.000Z,"As the world moves towards an increasingly interconnected and digital future, China's dedication to Web 3.0 positions it as a significant player in shaping the global landscape of decentralized technologies. It is an exciting time to witness the unfolding of these developments…",29,21,136
@trondao,2023-05-26T17:37:15.000Z,"The advanced analytics from  offers keen insight to the global on-chain economic activity of #TRON.  

Let’s dive deeper! ",39,37,163
@trondao,2023-05-26T15:06:19.000Z,"ATB EPISODE 30: #BITCOIN2023 RECAP VIDEO

BE SURE TO WATCH THE FULL VIDEO HERE: https://youtu.be/O9RV170DOXk",33,35,114
@justinsuntron,2023-05-26T02:43:48.000Z,火币香港正式起航！ https://twitter.com/HuobiGlobal/status/1661915159768748032…,238,85,287
@justinsuntron,2023-05-26T02:25:15.000Z,. officially in HK  with #BTC #ETH #TRX #HT!,194,101,426
@justinsuntron,2023-05-26T02:09:00.000Z,Happy to see  on #TRON ,67,37,203
@justinsuntron,2023-05-25T15:41:53.000Z,"Given the influence and reach of CCTV in the Chinese-speaking world, this could very well lead to an increased awareness and curiosity about cryptocurrencies, which, may fuel new entrants into the market. ",186,158,694
@justinsuntron,2023-05-25T04:56:56.000Z,Thrilled to see the  team diligently working on a Real World Assets (RWA) product for #TRON! Incorporating RWA into the TRON ecosystem is a significant step forward for our community. Keep pushing the boundaries! #TRX,135,58,315
@DefiLlama,2023-05-22T16:56:02.000Z,"Now tracking  on   &  

A funny meme community started on Tron and aiming for a multichain metaverse. A one stop swap, earn and gaming platform",40,59,164
@justinsuntron,2023-05-24T11:35:07.000Z,"Great progress from the HK SFC on #Crypto regulation - balancing risk mitigation with the freedom for innovation.

These changes resonate with all of us in the #Blockchain space, including #TRONNetwork.https://apps.sfc.hk/edistributionWeb/gateway/EN/news-and-announcements/news/doc?refNo=23PR53…",236,114,479
@trondao,2023-05-23T15:12:05.000Z,"Guess what? The #TRON bull is not just attending , we’re hosting at booth J89! Come hang out with us and win some epic #TRON swag!#SeamlessDXB",101,35,134
@justinsuntron,2023-05-23T12:20:41.000Z,Looks like the #TRON team is ready for summer! ,104,46,228
@justinsuntron,2023-05-23T10:46:07.000Z,,99,34,174
@justinsuntron,2023-05-22T10:08:54.000Z,Enjoy pizza from Huobi on this remarkable day!,283,117,640
@justinsuntron,2023-05-22T10:04:44.000Z,,94,37,231
@defi_sunio,2023-05-22T03:48:05.000Z,"It’s Monday morning!
Get your delightful day started by reading the SUN Weekly LP APY Rank#WIN-USDT LP APY up to 20%#SUN-USDT LP APY up to 18%#BTT-USDT LP APY up to 17%#NFT-USDT LP APY up to 14%

Stake and earn steadily high yields on http://SUN.io",32,20,91
@TokenPocket_TP,2023-05-22T06:49:28.000Z," Energy Renting Service now is officially released in ! 

Easily Rent  Energy within TokenPocket! Reduce the transaction fee.  Stake & earn. $TRX 

Use Guidehttps://tokenpocket-gm.medium.com/easily-rent-energy-on-tron-in-tokenpocket-513f71d3ca5d…",35,33,96
@HTX_Global,2023-05-22T01:51:59.000Z,#Huobi GM from #EDCON2023 ,180,78,505
@justinsuntron,2023-05-21T15:48:51.000Z,,117,49,264
@justinsuntron,2023-05-21T04:24:57.000Z,Please be informed that deposits and withdrawals of $TORN  remain active on  and . We're closely monitoring the situation and may adjust our policy as required to ensure secure. We appreciate your understanding and support.,264,68,372
@justinsuntron,2023-05-21T03:29:55.000Z,BRC20 on ! Happy to support it.,142,36,253
@trondaoCN,2023-05-20T05:31:30.000Z,发布的报告指出，波场 #TRON 显示出强劲的收入增长，并在新兴市场得到了广泛采用，日活跃用户数领先于其他区块链。报告链接：https://tokenterminal.com/weekly-fundamentals/62#overview…,67,41,110
@justinsuntron,2023-05-19T13:53:43.000Z,". is dedicated to embracing the future of digital currencies. We're fully prepared and willing to support Central Bank Digital Currencies (CBDCs), such as e-HKD, should they become available.",143,64,243
@justinsuntron,2023-05-19T13:21:50.000Z,#HKMA’s launch of e-HKD Pilot may shape the future of retail CBDCs. It opens opportunities for #blockchain infrastructures like #TRONNetwork to potentially play significant roles. Looking forward to the progress.,124,59,248
@TheBlockPods,2023-05-19T10:30:21.000Z,"Justin Sun wants to revitalize Huobi and Poloniex with memecoins  reveals how  and  select new memecoins for listing.

Listen now ",192,73,218
@theblockintern,2023-05-19T10:33:55.000Z,Intern Notes H.E.  on @TheScoopPod with ,24,25,59
@justinsuntron,2023-05-18T15:03:16.000Z,最近火币  会联合项目方多上线一些锁仓撸毛稳定年化活动，以HT与稳定币为主，多走几波福利，欢迎参加,405,39,243
@justinsuntron,2023-05-18T14:27:29.000Z,Our collaboration with  has been longstanding and productive. They've proven themselves to be a reliable partner time and time again. I'd like to extend my unwavering support to Ledger during these challenging times.,110,61,374
@justinsuntron,2023-05-18T14:28:14.000Z,I am confident that Ledger will persist in their dedication to serving their customers with the highest quality hardware wallets. Their commitment to security and customer service is unparalleled.,34,6,107
@justinsuntron,2023-05-18T06:45:06.000Z,Are you finding it challenging to get your project listed on an exchange?   and  are here to support you. We are dedicated to building an exchange that is project-friendly and open to listings at all times.,1K,176,766
@justinsuntron,2023-05-18T06:48:08.000Z,https://support.poloniex.com/hc/en-us/articles/360040016113-How-to-get-a-coin-listed-on-Poloniex… Poloniex listing support,26,14,105
@justinsuntron,2023-05-18T06:49:11.000Z,https://huobi.com/en-us/application-center/…  listing application,52,15,112
@justinsuntron,2023-05-18T06:10:09.000Z,#TRX slowly but surely.,281,107,597
@trondao,2023-05-16T16:46:17.000Z,,110,104,431
@justinsuntron,2023-05-16T15:39:28.000Z,"Have any questions for me? 

Be sure to join my telegram as i'll be answering selected questions exclusively in my #Telegram. I can’t wait to chat with the entire #crypto community! Telegram Channel:",357,90,414
@CoinMarketCap,2023-05-11T10:30:00.000Z,"#CMCStats: L1/L2 by Total Value Locked Whether it is  or , our L1/L2 experienced quite a stable 7d Change rate this past week. #Ethereum #Tron #BSC #Arbitrum #Polygon #Optimism #Avalanche #Mixin #Cronos #Fantom",189,61,239
@justinsuntron,2023-05-16T04:45:25.000Z,wen 200 million？,220,57,296
@Benzinga,2023-05-14T18:35:13.000Z,EXCLUSIVE: Tron's Justin Sun Believes Blockchain-Based Financial Services Can Reduce Global Poverty,29,38,99
@justinsuntron,2023-05-14T08:59:13.000Z,Happy Mother's day ,939,309,2.3K
@trondao,2023-05-13T21:30:08.000Z,"Summary from  Q1 report for TRON & USDD #TRON integrates with , , &  improving access to the ecosystem. USDD holders stayed above 130k: https://marketwatch.com/press-release/brief-analysis-of-messaris-q1-2023-state-of-tron-and-usdd-reports-2023-05-12…",44,67,172
@justinsuntron,2023-05-11T09:55:29.000Z,"I've decided to begin actively trading meme coins and promising projects through my public address. Please note, I will personally bear all potential losses from these trades, and any profits made will be donated entirely to charity.",6.9K,2.2K,6.6K
@justinsuntron,2023-05-11T09:56:48.000Z,"However, it's crucial to remember that my investments do not constitute financial advice, and there is no guarantee of listing these projects on any exchange, including  and . I am simply trading coins for fun. Always do your own research before investing!",800,185,1.2K
@justinsuntron,2023-05-10T11:02:56.000Z,The S4 #hackaTRON is finally a wrap. Good luck to the teams who participated!,469,72,228
@Poloniex,2023-05-09T09:33:15.000Z,"Hop on #memecoin season with #Poloniex's top tier listing speed!  

Sign up now  https://poloniex.com/signup#wojak #aped #mememe #babypepe #bobo #genslr #rekt #flokiceo #pogai #wsb #clips #turbo #zpc #pooh #jeff #sponge #perry #her",177,95,265
@HuobiGlobal,2023-05-10T06:14:27.000Z,#坚守用户资产安全5月10日，#火必 更新最新一期 #默克尔树 资产证明数据，新增 $BETH 数据用户可直接通过火必官方平台的资产审计页面查看以下的储备金数据：  $BTC $ETH （含BETH） $TRX $USDT,68,31,83
@MessariCrypto,2023-05-10T02:00:05.000Z,".'s State of  Q1 23' report +Dynamic Energy Model resulted in a revenue increase of 65.5%
+Circulating Mcap of $TRX increased by 18.1%
+Prominent protocols #justlend & #juststables saw TVL increase at 26% and 21% respectively

FREE Report ",32,47,88
@HuobiGlobal,2023-05-10T03:22:21.000Z,不止带您了解 #BRC20，更为您全盘分析 #BRC20 的过去未来！#BRC20 与 #ERC20 有何不同？#BRC20 其实由 BSV 社区深度推动？特邀嘉宾炒币养家， $ORDI 黑洞销毁第1人，听听他的故事今天 21:00 SGT ，一次解密：https://twitter.com/i/spaces/1YpJkgvPmbYJj…精彩嘉宾  ，不要错过！#火必…,72,66,134
@gate_io,2023-05-08T07:01:15.000Z," http://Gate.io Weekly Gainer  

Date: May 8th

7D Price Change $PEPE +232.4% $TRON +1.7% $XAUT +1.4%
                                                                   
Trade Now https://gate.io",88,35,136
@whale_alert,2023-05-08T18:07:27.000Z,"           1,000,000,000 #USDT (1,000,642,499 USD) minted at Tether Treasuryhttps://whale-alert.io/transaction/tron/bedc252aa7b10321dbf3f25cf171c3e8f68751dfb434d7de81d3a9289021c5a3…",209,443,1.5K
@paoloardoino,2023-05-08T18:08:13.000Z,"PSA: 1B USDt inventory replenish on Tron Network. Note this is a authorized but not issued transaction, meaning that this amount will be used as inventory for next period issuance requests and chain swaps.",37,14,120
@BitMartExchange,2023-05-08T21:05:59.000Z,"Top #Crypto Coins Carnival: $BTC, $ETC, $TRON, $XRP, $BLURJoin NOW to receive a random #airdrop!Prize pool: 12,000 USDT in equivalent tokensLearn more: https://datasink.bitmart.site/t/hKFollow:   RT & Tag 3 friends",280,250,320
@justinsuntron,2023-05-09T04:43:20.000Z,"Thrilled to be on ’s Crypto Unlocked with the incredible #TRON team!

We’re exploring “Real Global Crypto Use Cases” & pushing boundaries! May 10th, 11:15am ET / 8:15am PT
See you there! ",101,41,214
@tusdio,2023-05-08T12:23:44.000Z,TUSD readies operation plan for international transition,67,85,213
@trondao,2023-05-05T16:13:15.000Z,"ATB EPISODE 29: #CONSENSUS2023 + #TRONWHALENIGHT2023 RECAP VIDEO

BE SURE TO WATCH THE FULL VIDEO HERE: https://youtu.be/yelSZiiltTs",22,45,127
@justinsuntron,2023-05-07T08:33:39.000Z,"Attention meme coin developers! Join #TRON and #BitTorrent with your meme coins, and benefit from our funding support of up to $1 million to reimburse your trading gas fees. Furthermore, top exchanges like  and  will prioritize the listing of your meme coins.",452,233,762
@justinsuntron,2023-05-06T15:36:52.000Z,Always be humble ,370,102,609
@justinsuntron,2023-05-06T04:11:12.000Z,"#TRON and #BitTorrent 's push for more projects on their ecosystem and  's increased listings have caught my attention. While I may retweet new projects from time to time, it's important to note that this doesn't constitute an endorsement...",747,230,837
@justinsuntron,2023-05-06T04:11:50.000Z,".... and new projects are always high risk. It's essential to do your research before investing, and my retweets are not financial advice.",99,25,143
@Footprint_Data,2023-05-05T11:07:35.000Z,"Exciting news! Footprint Analytics Integrated with   EcosystemFootprint Analytics Integrated with #TRON Ecosystem to advance the transparency of #onchain #data to a new height. 

View the details: https://footprint.network/article/footprint-analytics-integrated-with-tron-ecosystem-fp-24nNNYAe…",45,45,128
@justinsuntron,2023-05-05T13:41:18.000Z,Impressive...,119,46,239
@CoinMarketCap,2023-05-03T10:30:00.000Z,"#CMCStats: Daily Active Addresses by Chain  

Once again, #Tron came first in the list with the most active users. 
Can #Bitcoin & #BNBChain catch up next week? ",216,102,287
@justinsuntron,2023-05-05T13:19:02.000Z,Impressive on http://huobi.com new token listing... ,270,93,514
@justinsuntron,2023-05-05T09:21:09.000Z,"Congrats to the #USDD team on the 1st Anniversary. 
The passion and commitment to shaping the future of #DeFi is truly inspiring. Proud to be part of such a vibrant community!",114,51,232
@tusdio,2023-05-05T07:47:05.000Z,"#TUSD has certainly begun the month with remarkable growth on the TRON ecosystem, boasting over 4 billion US Dollar in volume within the first 4 days.Check the data here: https://tronscan.org/#/ #TRC20TUSDkeepsgrowing",54,65,786
@justinsuntron,2023-05-03T08:08:18.000Z,#TRX and  are now officially active on Twitter as a recognized organization.,221,105,481
@justinsuntron,2023-05-03T07:46:18.000Z,#TRX,273,88,484
@justinsuntron,2023-05-03T03:02:25.000Z,Proud of the team at . ,79,51,212
@JasonYanowitz,2023-05-01T14:53:42.000Z,"Interviewing  tomorrow.

What do you want to know?",196,49,283
@FilDAFinance,2023-05-01T03:11:58.000Z,"FilDA on  is live. 
Lend or borrow to enjoy the high APR on #bittorrent !   https://filda.io/bank",29,30,114
@HTX_Global,2023-05-01T12:00:01.000Z,"BRC-20 Special :$ORDI $BPEPE $MEMEVote to share $100,000！",153,101,372
@TronixTrx,2023-05-01T12:19:00.000Z,#TRON ascends to 13th place on  with aspirations to enter the top 10  Can this target be reached this month? ,60,65,313
@justinsuntron,2023-05-01T07:31:06.000Z,作为TUSD的合作做市商，TRON DAO Venture充值进入交易所的主要目的是为了搬平各大TUSD的价差，提高流动性挂单与交易量，目的不是参加相关交易所内的活动。请周知。,271,62,334
@justinsuntron,2023-05-01T08:06:06.000Z,经查，作为TUSD的合作做市商TRON DAO Venture过去数小时已经累计完成4000万美元的交易量，对于保持TUSD的价格稳定起到了作用，确实因部分同事不了解该资金用途，使用部分资金参与了交易所活动，我们已第一时间联络交易所，对于交易所活动资金进行全额退款，对此错误我们深表歉意！望周知！,127,27,110
@Mdextech,2023-04-30T15:58:14.000Z," $MDX buyback and burned this week (Apr. 23 - Apr. 29): 7.4K#MDEX deployed the #BitTorrent NetworkHeld 4 #AMA with #iToken, #Huobi, and within our own communityStay tuned on http://MDEX.com for more weekly updates#MDEXSWAP #MDX #HECO #BSC #BNBCHAIN #SWAP",48,35,115
@justinsuntron,2023-04-30T15:31:56.000Z,BRC-20 on . Vote for your favorite!,103,50,237
@CryptoWinds1,2023-04-29T05:11:20.000Z,"Those who have been holding #trx getting 50% APY from energy .

Holding #BTT mining sushiswap LPs for 30-80% APY

And those who went into USDD at the start. 

Have all been making the right moves.",39,35,107
@tusdio,2023-04-29T07:00:01.000Z,It is never too late to enjoy a juicy APY with #TUSD on !Flexible #APY up to 18%!Start now herehttps://okx.com/earn?from=home,29,20,77
@HuobiGlobal,2023-04-29T06:17:15.000Z,#火必 作为由  主办的 #Consensus2023  的赞助商，我们在会场，期待与更多 #web3 好友见面啦,30,18,74
@justinsuntron,2023-04-29T02:25:01.000Z,,68,51,229
@trondaoCN,2023-04-28T08:30:33.000Z,波场 #TRON 联合 #BitTorrent 与（由清华大学区块链协会成员发起的去中心化组织）达成合作伙伴关系！区块链的未来始于教育，作为全球增速最快的公链，波场TRON始终致力于培养新一代区块链领导者和开发者，波场学院也正在越来越多的顶尖大学校园内扩大影响力。,22,28,67
@justinsuntron,2023-04-28T03:51:34.000Z,#TRON trending on  ,161,113,496
@DegenYin,2023-04-27T08:44:00.000Z,"More than half of my assets are farming on the BTTC network.

Chef  is cooking ",65,30,133
@trondao,2023-04-27T05:22:47.000Z,"In an exclusive interview with ,  discusses the rapid growth of stablecoins on the #TRONNetwork, the legal challenges in the industry, and his vision for the future of blockchain and crypto.

A must-watch for all #TRONICS!",32,53,159
@QuickNode,2023-04-26T14:46:01.000Z,"QuickNode now supports TRON (), one of the most popular blockchains!

You can access the TRON network in seconds with QuickNode.",68,79,197
@justinsuntron,2023-04-27T04:46:40.000Z,#HK  stablecoin on #TRON soon? ,214,193,893
@Mdextech,2023-04-26T08:57:26.000Z,"Exciting news! #Mdex has successfully deployed #BitTorrent Network, with a staggering TVL surpassing $10 million!  Join us in celebrating this milestone！https://mdex.com/#/liquidity?lang=en…   Sincerely appreciate support from   ",72,61,171
@justinsuntron,2023-04-26T13:59:19.000Z,"As Singapore’s living costs surge, Hong Kong rises as an appealing destination for Web3 professionals thanks to its supportive policies and commitment to embracing the emerging technology. ",42,16,88
@justinsuntron,2023-04-26T05:19:15.000Z,Hope everyone had a blast at the event! ,88,44,248
@trondao,2023-04-26T00:11:43.000Z,Excited to see everyone for  #TRONWhaleNight2023! We can’t wait to share this night together with you ,46,48,145
